track_name,track_artist,track_popularity,track_album_name,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,release_year,duration_sec
Reggaetón Lento (Bailemos),CNCO,74,Primera Cita,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974,2016,222.56
Selecta,Dopebwoy,41,Selecta,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.868,0.609,5,-5.276,0,0.0608,0.277,0.0,0.105,0.742,99.995,2016,187.29
Te Quiero Pa´Mi,Don Omar,1,Te Quiero Pa´Mi,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.762,0.81,1,-4.024,1,0.0664,0.13,1.73e-05,0.178,0.571,88.994,2016,212.03
One Dance,Drake,20,Views,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,2016,173.99
Too Good,Drake,12,Views,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.804,0.648,7,-7.805,1,0.117,0.0573,3.49e-05,0.102,0.392,117.983,2016,263.37
Hotline Bling,Drake,10,Hotline Bling,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.893,0.639,2,-7.857,1,0.0549,0.00226,0.000315,0.0382,0.579,134.963,2015,267.02
DUELE EL CORAZON,Enrique Iglesias,72,DUELE EL CORAZON,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.724,0.904,8,-3.354,0,0.0966,0.0786,0.0,0.226,0.846,90.999,2016,200.81
Bonbon,Era Istrefi,3,Bonbon,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.632,0.681,0,-5.023,0,0.115,0.128,1.53e-05,0.116,0.633,126.477,2016,167.0
Move On (C'est la vie),Faydee,40,Move On (C'est la vie),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.716,0.656,9,-7.867,1,0.0883,0.135,0.0,0.212,0.424,101.09,2015,183.07
Legendary (DJ Kantik Remix),Faydee,12,Legendary (Remixes),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.781,0.919,10,-2.644,0,0.17,0.00148,1.56e-05,0.601,0.777,110.007,2016,235.64
Meisjes Blijven Meisjes,Frenna,50,Vestival Presents Meisjes Blijven Meisjes,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.638,0.813,8,-5.303,0,0.0648,0.00783,0.0,0.281,0.689,130.1,2015,201.27
BomBae,Fuse ODG,45,BomBae,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.852,0.929,3,-2.658,0,0.113,0.0614,4.93e-06,0.563,0.636,110.679,2016,242.84
La Gozadera,Gente De Zona,7,La Gozadera,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.617,0.989,9,-1.727,0,0.0494,0.178,0.0,0.238,0.893,95.028,2015,203.05
Safari,J Balvin,10,Energía,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.508,0.687,0,-4.361,1,0.326,0.551,3.41e-06,0.126,0.555,180.044,2016,205.6
Ginza,J Balvin,5,Ginza,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.784,0.809,5,-6.458,0,0.0824,0.235,0.00122,0.0772,0.845,102.048,2015,170.19
Ain't Your Mama,Jennifer Lopez,71,Ain't Your Mama,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.757,0.678,8,-5.529,0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,2016,218.24
Vuelve,Juan Magán,1,Vuelve,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.655,0.672,5,-6.625,1,0.0374,0.627,0.0,0.0856,0.934,174.094,2015,213.51
Como El Viento,Juan Magán,0,The King Is Back,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.609,0.702,8,-5.505,1,0.138,0.128,0.0,0.285,0.7,130.041,2015,204.05
Falling In Love - Spanglish Version,Juan Magán,0,The King Is Back,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.669,0.897,5,-5.98,0,0.0894,0.0557,3.35e-05,0.109,0.537,127.923,2015,181.11
20 Años,Juan Magán,0,The King Is Back,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.478,0.722,0,-3.353,1,0.398,0.0982,0.0,0.366,0.705,130.928,2015,197.97
Si No Te Quisiera,Juan Magán,0,The King Is Back,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.704,0.873,0,-2.532,0,0.0771,0.19,0.0,0.0928,0.81,127.988,2015,187.56
Tentándome,Juan Magán,0,The King Is Back,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.702,0.82,0,-4.904,0,0.0729,0.191,0.0,0.25,0.736,119.906,2015,171.63
Contigo,Juan Magán,0,Contigo,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.503,0.905,8,-5.657,1,0.131,0.282,0.0,0.085,0.48,127.654,2015,199.16
Te Lo Quiero Hacer (feat. De La Ghetto),KAROL G,47,Te Lo Quiero Hacer (feat. De La Ghetto),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.694,0.615,6,-7.085,0,0.0482,0.107,0.000281,0.165,0.577,137.964,2015,222.56
V.I.P. (feat. The Product G&B),Kay One,0,Rich Kidz (Gold Edition),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.888,0.667,0,-6.374,1,0.124,0.0569,0.0,0.119,0.745,110.042,2015,264.28
Gal Ting,Konshens,0,Gal Ting,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.878,0.845,11,-6.065,0,0.252,0.0616,5.83e-05,0.165,0.281,109.066,2015,169.54
Turn Me On (Hold You) - Radio Edit,Kriss Raize,24,Turn Me On (Hold You),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.665,0.855,1,-3.056,0,0.0435,0.000262,9.07e-06,0.152,0.424,110.033,2016,211.64
Bucka (feat. Mr. Vegas),Lady Bee,0,Bucka (feat. Mr. Vegas),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.699,0.957,8,-2.535,1,0.129,0.00509,1.75e-06,0.137,0.517,140.074,2015,173.14
La Vida Es Una (feat. Pitbull),Lil Jon,32,La Vida Es Una (feat. Pitbull),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.742,0.921,9,-3.661,1,0.211,0.00409,0.0,0.215,0.604,126.04,2016,180.59
One Wine (feat. Major Lazer),Machel Montano,0,One Wine (feat. Major Lazer),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.502,0.944,6,-1.884,0,0.148,0.116,0.0,0.293,0.899,195.804,2015,229.18
Loin (feat. Dany Synthé & soFLY & Nius) - Pilule violette,Maître Gims,61,À contrecoeur (Mon coeur avait raison réédition),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.83,0.765,7,-4.205,0,0.101,0.0232,0.0159,0.0754,0.367,102.028,2016,188.04
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,7,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.803,0.743,1,-3.602,0,0.0681,0.105,2.12e-06,0.099,0.674,108.005,2017,203.18
Brand New Day,Mano Ezoh,0,Brand New Day,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.646,0.828,7,-5.642,0,0.0539,0.246,4.13e-05,0.494,0.429,126.004,2016,234.29
On To You (Remix),Marley Waters,0,"On To You (Remix) (feat. Kranium, Kreesha Turner & Verse Simmonds)","Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.717,0.718,1,-7.09,1,0.11,0.0302,0.0,0.054,0.457,100.041,2015,268.67
My League,Mavado,22,My League,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.757,0.897,7,-2.375,0,0.0559,0.0246,0.0,0.151,0.637,103.02,2015,204.27
Safari,Maxwell,61,Safari,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.834,0.768,8,-7.767,0,0.205,0.243,5.18e-06,0.142,0.738,129.996,2016,158.97
Gia Sena Liono,MC Gkimpakos,19,Tora Ta Spame,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.515,0.842,11,-1.828,0,0.381,0.304,0.0,0.302,0.673,158.658,2015,109.92
Coco Pt. 2 (feat. Jeezy & O.T. Genasis),Meek Mill,1,Dream Chaser 4,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.849,0.587,8,-7.062,1,0.304,0.046,0.0,0.166,0.205,120.131,2015,247.49
Cocaina (feat. Young Thug),Migos,39,Yung Rich Nation,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.571,0.747,8,-5.564,0,0.388,0.144,0.0,0.233,0.359,103.082,2015,318.93
Trapicana,Nguvo,15,Trapicana,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.644,0.535,8,-9.899,1,0.043,0.0834,7.41e-05,0.154,0.337,125.933,2016,142.17
That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,61,That's How You Know (feat. Kid Ink & Bebe Rexha),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.769,0.437,1,-6.406,1,0.0363,0.44,0.0,0.116,0.737,103.921,2015,186.44
Cut It (feat. Young Dolph),O.T. Genasis,63,Cut It (feat. Young Dolph),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.875,0.673,7,-4.184,1,0.0932,0.135,0.0,0.292,0.231,130.0,2015,222.6
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,51,Cheerleader (Felix Jaehn Remix Radio Edit),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.827,0.576,4,-7.774,1,0.0372,0.184,0.029,0.0656,0.41,118.04,2015,180.02
Drop In the Ocean,OMI,50,Me 4 U,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.83,0.699,8,-5.815,1,0.079,0.304,0.0,0.119,0.847,123.024,2015,177.62
Not Nice,PARTYNEXTDOOR,64,PARTYNEXTDOOR 3 (P3),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,2016,202.66
El Taxi - Radio Edit,Pitbull,54,El Taxi,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.829,0.758,7,-6.202,1,0.256,0.0408,0.0,0.139,0.908,95.019,2015,240.91
Now and Later,Sage The Gemini,61,Now and Later,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.781,0.57,11,-5.874,0,0.188,0.273,0.0,0.196,0.858,107.059,2016,193.18
"Comprendes, Mendes?",Control Machete,0,Singles,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.853,0.783,11,-6.33,0,0.198,0.00162,0.191,0.359,0.367,94.074,2017,217.57
Los Bandoleros (feat. Tego Calderon),Don Omar,1,Los Bandoleros,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.592,0.878,5,-4.813,0,0.381,0.41,0.0,0.322,0.77,85.636,2015,304.01
Andamos Armados,Control Machete,0,Singles,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.783,0.967,11,-5.788,1,0.129,0.0391,1.18e-05,0.748,0.325,96.028,2017,233.49
La Voz,Delinquent Habits,36,It Could Be Round Two,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.689,0.778,7,-5.148,1,0.11,0.0216,0.22,0.107,0.235,106.228,2017,202.56
Si Señor,Control Machete,0,Singles,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.828,0.856,0,-4.381,1,0.218,0.0375,0.000427,0.315,0.702,93.99,2017,255.89
Asi Son Mis Dias,Control Machete,0,Singles,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.688,0.472,10,-9.022,0,0.0458,0.0155,0.0898,0.245,0.489,79.466,2017,216.75
Hubiera,Crudo Means Raw,43,Todos Tienen Que Comer,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.716,0.343,6,-11.823,1,0.182,0.26,4.79e-05,0.19,0.501,91.033,2016,221.68
Ojos de Diablo,Zof Ziro,41,La Bomba de Ziroshima,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.841,0.573,6,-11.715,0,0.302,0.383,9.62e-05,0.105,0.644,92.684,2016,237.0
"Llaves, Teléfono y Cartera",Lng Sht,49,Les Juro Que Sí Llego,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.584,0.791,11,-3.218,0,0.418,0.6,0.0,0.71,0.682,190.224,2015,226.0
Ak 47,Granuja,36,Rap y Hierbas,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.799,0.304,9,-8.81,1,0.282,0.63,0.00531,0.0858,0.336,91.014,2017,180.33
Wild In Saint Antoine,Gordo Sarkasmus,36,Herejías,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.798,0.6,3,-5.415,0,0.116,0.663,2.71e-06,0.122,0.919,85.977,2015,271.55
Somnífera,The Guadaloops,44,Almanueva,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.552,0.493,2,-8.875,0,0.163,0.481,0.000252,0.105,0.444,145.106,2016,320.25
Playa,Sabino,27,Yo Quería Hacer Rock,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.804,0.818,11,-5.787,1,0.302,0.164,6.42e-05,0.272,0.964,169.945,2017,221.65
Si Nunca Va a Amanecer,Charles Ans,62,Smile,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.761,0.63,8,-8.197,0,0.325,0.43,1.48e-06,0.11,0.671,89.35,2015,213.56
Me Gustas,La Banda Baston,58,Todo Bien,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.762,0.813,5,-4.851,0,0.116,0.0633,3.75e-05,0.211,0.91,100.157,2015,208.0
Roca N' Ron,Doble Porcion,48,Manzanas a la Vuelta,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.756,0.574,1,-9.996,1,0.195,0.312,0.0,0.394,0.834,92.001,2016,156.52
Verdugo,Proof,44,Verdugo,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.845,0.839,10,-8.015,0,0.243,0.468,2.31e-05,0.318,0.851,94.987,2016,176.84
Sigue Latiendo,Pseudónimo,0,Dos,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.457,0.73,7,-5.96,1,0.18,0.154,1.25e-06,0.106,0.438,82.52,2015,210.59
De Pe a Pa,Granuja,47,Círculo Vicioso,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.715,0.558,10,-6.546,0,0.374,0.118,1.3e-05,0.236,0.611,172.01,2017,263.02
$. A. N. T. E. R. Í. A.,Doble Porcion,43,Manzanas a la Vuelta,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.504,0.534,11,-10.044,0,0.337,0.623,1.93e-06,0.102,0.817,177.949,2016,232.58
Sangre en el Pool Party,Crudo Means Raw,41,Todos Tienen Que Comer,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.792,0.307,7,-11.481,1,0.391,0.432,0.0,0.148,0.373,91.057,2016,189.69
L.Q.M.E,N. Hardem,41,L.Q.M.E,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.739,0.545,9,-7.093,0,0.228,0.49,2.15e-05,0.0754,0.681,88.035,2016,250.91
The Look Of Love,Sr Pablo,42,The Look Of Love,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.615,0.557,2,-10.852,1,0.167,0.0562,0.0,0.0821,0.41,172.062,2017,197.77
California,Delinquent Habits,48,It Could Be Round Two,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.863,0.838,10,-4.593,0,0.24,0.138,2.77e-06,0.0533,0.756,97.997,2017,234.01
Dando Saltos,Métricas Frías,41,Serenata Sin Mariachis,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.725,0.8,8,-5.768,0,0.335,0.745,8.38e-06,0.1,0.666,89.098,2016,136.3
Jazzstance,Sr Pablo,33,Aspectos,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.85,0.639,8,-7.456,0,0.311,0.457,0.0,0.24,0.604,93.989,2016,209.45
Punto Rojo,Granuja,42,Rap y Hierbas,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.877,0.503,3,-8.732,0,0.328,0.263,0.00231,0.178,0.579,90.066,2017,173.33
God Level 4,Bruto Chr,39,Rap Chileno El Sur Es Hardcore Godlevel Enfermos Del Rap,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.72,0.824,11,-4.066,0,0.185,0.0199,0.0,0.389,0.589,88.987,2015,261.02
God Level (La Batalla de los Dioses),Omega El CTM,48,God Level (La Batalla de los Dioses),HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.662,0.836,4,-6.318,1,0.355,0.0846,0.0,0.675,0.905,90.126,2016,376.79
Latinoamérica Morena,Rapper School,52,Latinoamérica Morena,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.657,0.832,6,-5.085,0,0.136,0.125,0.0,0.149,0.75,90.054,2016,443.53
Día y Noche,Liricistas,47,Bon Voyage,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.714,0.686,1,-6.395,1,0.36,0.429,0.0,0.213,0.54,93.529,2016,238.97
Entiéndelo,Liricistas,34,Entiéndelo,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.672,0.842,4,-5.155,0,0.279,0.331,0.0,0.129,0.586,85.526,2018,260.06
8.21,Mente Sabia Crú,27,Elefante,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.777,0.698,1,-7.339,1,0.37,0.256,0.0,0.0648,0.932,92.317,2017,501.28
Instinto Brutal,Canabision,19,Crónica Negra,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.673,0.831,7,-3.896,1,0.361,0.12,0.0,0.108,0.649,90.841,2016,269.03
No Van Pal Baile,Portavoz,0,No Van Pal Baile,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.751,0.773,1,-6.465,1,0.275,0.155,0.0,0.115,0.825,91.021,2017,261.92
Desde,Portavoz,0,Desde,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.829,0.433,1,-7.622,1,0.391,0.136,2.91e-06,0.306,0.928,91.071,2016,277.44
God Level 3,Apache,50,Rap Chileno El Sur Es Hardcore Godlevel Enfermos Del Rap,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.675,0.797,9,-3.784,0,0.359,0.145,0.0,0.127,0.888,89.977,2015,296.05
Algún Día (feat. Negro Sambo),Gran Rah,27,Musageta,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.525,0.886,4,-3.809,0,0.204,0.179,0.0,0.0993,0.44,88.583,2017,243.35
"Promocional, Pt. 1 / God Level",Kaiser,40,Infinito,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.648,0.847,4,-6.523,1,0.378,0.0827,0.0,0.811,0.907,89.825,2017,376.72
La Cancion Mas Triste de MI Vida,Omega El CTM,38,El Exilio,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.74,0.822,4,-3.686,0,0.252,0.07,0.0,0.242,0.562,89.087,2015,233.84
Milki,Akapellah,45,Milki,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.907,0.455,3,-11.124,1,0.225,0.272,0.0366,0.0978,0.223,127.966,2016,257.03
¿Clásicos?,Mente Sabia Crú,29,Elefante,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.903,0.677,11,-6.716,0,0.322,0.243,0.0,0.0473,0.936,90.932,2017,256.44
Witrapaiñ ”Estamos de Pie”,Portavoz,0,Witrapaiñ ”Estamos de Pie”,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.764,0.617,9,-6.217,0,0.257,0.295,0.0,0.182,0.89,90.967,2017,224.29
"Esta Noche (feat. Portavoz, Niel & Evelyn Cornejo)",Cidtronyck,55,"Pasado, Presente & Libertad",HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.738,0.671,4,-5.754,0,0.226,0.176,0.0,0.0919,0.607,88.012,2017,268.91
I Love You a Lo Vío (feat. Movimiento Original),Chystemc,55,Techymuv,HIP-HOP: Latin Rap ['89-present],latin,latin hip hop,0.727,0.8,8,-5.061,0,0.138,0.501,0.0,0.352,0.494,91.521,2016,311.5
La Mordidita,Ricky Martin,69,A Quien Quiera Escuchar (Deluxe Edition),School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.725,0.903,0,-2.955,1,0.0658,0.0344,0.0,0.183,0.946,142.006,2015,211.68
In Case You Didn't Know,Brett Young,73,Brett Young,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,2017,224.85
Despacito,Luis Fonsi,58,Shut Up Lets Dance,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.665,0.779,2,-5.153,1,0.113,0.216,0.0,0.107,0.839,88.863,2017,228.2
Humble And Kind,Tim McGraw,70,Damn Country Music,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,2015,259.27
Head Over Boots,Jon Pardi,71,California Sunrise,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.563,0.688,7,-4.474,1,0.0262,0.0763,0.0,0.0863,0.622,108.008,2016,202.35
Uptown Funk - Radio Edit,Mark Ronson,43,NOW That's What I Call PARTY ANTHEMS 3,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.854,0.65,0,-5.339,1,0.105,0.00794,3.43e-05,0.0692,0.916,115.001,2016,233.49
Body Like A Back Road,Sam Hunt,22,"NOW That's What I Call Music, Vol. 64",School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.733,0.463,5,-7.269,1,0.0301,0.438,0.0,0.19,0.653,98.999,2017,161.28
Mi Gente (feat. Beyoncé),J Balvin,27,"NOW That's What I Call Music, Vol. 65",School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.762,0.727,11,-6.347,0,0.0697,0.0221,0.0,0.175,0.441,104.999,2018,209.37
This Girl - Kungs Vs. Cookin' On 3 Burners,Kungs,19,"NOW That's What I Call Music!, Vol. 60 (Deluxe Edition)",School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.791,0.702,0,-5.686,0,0.0389,0.0751,2.96e-05,0.0741,0.46,121.963,2016,193.77
24K Magic,Bruno Mars,32,"NOW That's What I Call Music, Vol. 61",School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.809,0.807,10,-4.284,0,0.0744,0.0301,0.0,0.0814,0.598,106.983,2017,224.76
Kick The Dust Up,Luke Bryan,36,Kill The Lights,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.597,0.86,1,-2.315,1,0.0461,0.196,0.0,0.0873,0.818,172.067,2015,190.6
Blue Ain't Your Color,Keith Urban,70,Ripcord,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,2016,230.6
Zum Zum,Daddy Yankee,66,Zum Zum,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.839,0.832,0,-2.492,1,0.0531,0.0622,4.59e-06,0.282,0.529,92.004,2018,235.77
La Chona,Los Tucanes De Tijuana,64,Para Tucancillos y Tucancillas,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.844,0.717,7,-4.947,1,0.0392,0.00966,0.0,0.344,0.965,145.065,2017,199.08
Cake By The Ocean,DNCE,2,SWAAY,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.769,0.757,4,-5.424,0,0.0526,0.146,0.0,0.062,0.881,118.98,2015,218.44
Speechless,Dan + Shay,71,Speechless,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.631,0.44,1,-5.948,1,0.028,0.328,0.0,0.239,0.418,136.033,2018,212.74
Jello,PRETTYMUCH,63,Jello,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.704,0.636,11,-6.652,0,0.059,0.0655,0.0,0.579,0.55,121.96,2018,177.52
Better Now,Post Malone,55,beerbongs & bentleys,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.686,0.579,10,-5.813,1,0.0442,0.334,0.0,0.135,0.352,145.051,2018,231.27
Believer,Imagine Dragons,88,Evolve,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,2017,204.35
Happier,Marshmello,89,Happier,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,2018,214.29
Youngblood,5 Seconds of Summer,84,Youngblood (Deluxe),School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,2018,203.42
Thunder,Imagine Dragons,85,Evolve,School Dance 2019 (Squeaky Clean),latin,latin hip hop,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,2017,187.15
